prod_smiles,reac_smiles,corrected_template_default_id,dataset,ec_num
CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@H](C)C(=O)NCC(=O)NCC(=O)O,CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O.NCC(=O)NCC(=O)O,256,train,['3.4.16.4']
CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@H](C)C(=O)O,CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@H](C)C(=O)NCC(=O)O.O,1073,train,"['3.4.17.8', '3.4.16.4']"
O=C(O)CCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,O.O=C(O)CCC(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1,1091,train,"['3.4.16.5', '3.4.21.1']"
O=C(O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)O,O.O=C(O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1081,train,"['3.4.21.25', '3.4.16.5', '3.4.24.77', '3.4.24.12']"
CC(C)C[C@H](NC(=O)Oc1ccccc1)C(=O)O,CC(C)C[C@H](NC(=O)Oc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O.O,1081,train,['3.4.16.5']
N=C(N)NCCC[C@H](NC(=O)/C=C\c1ccco1)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)/C=C\c1ccco1)C(=O)O.O,1045,train,['3.4.16.5']
NCCCC[C@H](NC(=O)/C=C\c1ccco1)C(=O)O,C[C@H](NC(=O)[C@H](CCCCN)NC(=O)/C=C\c1ccco1)C(=O)O.O,1053,train,['3.4.16.5']
NCCCC[C@H](NC(=O)/C=C\c1ccco1)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)/C=C\c1ccco1)C(=O)O.O,1045,train,['3.4.16.5']
O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)O,O.O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1081,test,"['3.4.16.5', '3.4.17.1']"
C[C@@H]1Cc2c(Cl)cc(C(=O)O)c(O)c2C(=O)O1,C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1.O,2474,train,"['3.4.16.5', '3.4.17.1']"
O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O.O,1053,train,"['3.4.16.5', '3.4.17.6']"
O=C(O)CNC(=O)OCc1ccccc1,CC(C)[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)O.O,1046,test,"['3.4.16.5', '3.4.17.19', '3.4.22.33']"
O=C(O)CNC(=O)OCc1ccccc1,CSCC[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)O.O,1051,train,['3.4.16.5']
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,O.O=C(O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,1073,train,['3.4.16.5']
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O.O,1045,train,"['3.4.16.6', '3.4.16.5']"
O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,O.O=C(O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OCc1ccccc1,1073,train,['3.4.16.5']
O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,O.O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,1081,train,['3.4.16.5']
O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,O.O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,1080,train,"['3.4.17.19', '3.4.16.5', '3.4.23.26']"
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)OCc1ccccc1)C(=O)O,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)OCc1ccccc1)C(=O)NCC(=O)O.O,1073,train,"['3.4.16.5', '3.4.17.19']"
C[C@H](NC(=O)OCc1ccccc1)C(=O)O,C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O.O,1071,train,['3.4.16.5']
O=C(O)CNC(=O)c1ccccc1,NCCCC[C@H](NC(=O)CNC(=O)c1ccccc1)C(=O)O.O,1061,test,"['3.4.17.20', '3.4.16.5', '3.4.17.2', '3.4.17.12', '3.4.17.3']"
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1)C(=O)O,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1)C(=O)NCC(=O)O.O,1073,train,['3.4.16.5']
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](C)C(=O)O.O,1053,train,['3.4.16.5']
O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O.O,1045,train,"['3.4.16.6', '3.4.17.4', '3.4.16.5', '3.4.17.1']"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O.O,1059,train,"['3.4.16.5', '3.4.17.22', '3.4.17.10']"
CC(C)C[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](CS)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)O)C(C)C.O,1046,train,['3.4.16.5']
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)C(C)C)C(C)C)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(C)C)C(=O)O,242,train,['3.4.16.5']
C[C@H](NC(=O)OCc1ccccc1)C(=O)O,C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O.O,1081,train,"['3.4.16.5', '3.4.17.4', '3.4.17.16', '3.4.17.1']"
C[C@H](NC(=O)OCc1ccccc1)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)O.O,1045,train,"['3.4.16.5', '3.4.22.33']"
O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)O,O.O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,1066,train,"['3.4.16.5', '3.4.17.1']"
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)O.O,1045,train,['3.4.16.5']
C[C@H](NC(=O)OCc1ccccc1)C(=O)O,C[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)O.O,1053,val,"['3.4.16.5', '3.4.17.6']"
O=C(O)CNC(=O)OCc1ccccc1,O.O=C(O)CC[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)O,1071,test,"['3.4.17.4', '3.4.16.5']"
O=C(O)CNC(=O)OCc1ccccc1,O.O=C(O)CNC(=O)CNC(=O)OCc1ccccc1,1073,train,"['3.4.17.4', '3.4.16.5']"
O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,O.O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,1081,train,"['3.4.17.4', '3.4.16.5']"
O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)c1ccccc1,O.O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,1091,train,"['3.4.21.48', '3.4.16.5', '3.4.21.1', '3.4.21.39']"
O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,O.O=C(O)CC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,1071,test,['3.4.16.5']
O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,O.O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O)OCc1ccccc1,1078,train,['3.4.16.5']
O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,O.O=C(O)CCNC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,1068,train,['3.4.16.5']
O=C(N[C@@H](Cc1cnc[nH]1)C(=O)O)OCc1ccccc1,O.O=C(N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,1081,val,['3.4.16.5']
O=C(O)CNC(=O)OCc1ccccc1,N=C(N)NCCC[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)O.O,1059,test,['3.4.16.5']
O=C(N[C@@H](Cc1cnc[nH]1)C(=O)O)OCc1ccccc1,O.O=C(N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,1080,train,['3.4.16.5']
O=C(O)CNC(=O)CNC(=O)OCc1ccccc1,O.O=C(CNC(=O)OCc1ccccc1)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1081,train,"['3.4.16.5', '3.4.17.1']"
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)O,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)O.O,1045,test,['3.4.16.5']
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)O,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O.O,1045,train,['3.4.16.5']
O=C(N[C@@H](CO)C(=O)O)OCc1ccccc1,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)OCc1ccccc1)C(=O)O.O,1045,train,['3.4.16.5']
O=C(N[C@@H](Cc1cnc[nH]1)C(=O)O)OCc1ccccc1,CC(C)C[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)OCc1ccccc1)C(=O)O.O,1045,test,['3.4.16.5']
O=C(O)[C@@H]1CCCN1C(=O)OCc1ccccc1,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1)C(=O)O.O,1045,train,['3.4.16.5']
O=C(O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)OCc1ccccc1)C(=O)O.O,1045,train,['3.4.16.5']
CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)O,CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O.O,1045,train,['3.4.16.5']
O=C(O)CNC(=O)c1ccccc1,O.O=C(CNC(=O)c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O,1081,train,"['3.4.16.5', '3.4.21.1', '3.4.17.15', '3.4.17.1']"
O=C(N[C@@H](Cc1ccccc1)C(=O)O)c1ccccc1,O.O=C(O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1,1073,train,['3.4.16.5']
O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccco1)C(=O)O.O,1045,val,"['3.4.16.5', '3.4.17.1']"
O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)O,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccco1)C(=O)O.O,1046,train,"['3.4.16.5', '3.4.17.1']"
C[C@H](NC(=O)/C=C/c1ccco1)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)/C=C/c1ccco1)C(=O)O.O,1045,train,['3.4.16.5']
C[C@H](NC(=O)/C=C/c1ccco1)C(=O)O,C[C@H](NC(=O)/C=C/c1ccco1)C(=O)N[C@@H](CCC(=O)O)C(=O)O.O,1071,train,['3.4.16.5']
CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O.O,1045,test,['3.4.16.5']
O=C(O)CC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.O,1053,train,['3.4.16.5']
O=C(O)CC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.O,1053,train,['3.4.16.5']
O=C(O)CC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.O,1053,train,['3.4.16.5']
O=C(O)CC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.O,1053,train,['3.4.16.5']
O=C(O)CC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.O,1053,val,['3.4.16.5']
CC[C@H](C)[C@H](NC(=O)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,CC[C@H](C)[C@H](NC(=O)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccc2c(C)cc(=O)oc2c1)[C@@H](C)CC.O,1056,val,"['3.4.16.5', '3.4.24.26', '3.4.21.92']"
C[C@H](NC(=O)/C=C/c1ccco1)C(=O)O,C[C@H](NC(=O)/C=C/c1ccco1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O.O,1059,train,"['3.4.17.20', '3.4.16.5', '3.4.16.6', '3.4.17.12', '3.4.17.2', '3.4.17.3']"
O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)O,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccco1)C(=O)O.O,1053,train,"['3.4.16.5', '3.4.17.1']"
C[C@H](NC(=O)/C=C/c1ccco1)C(=O)O,C[C@H](NC(=O)/C=C/c1ccco1)C(=O)N[C@@H](CCCCN)C(=O)O.O,1061,train,"['3.4.16.6', '3.4.16.5', '3.4.17.12', '3.4.17.20']"
O=C(O)CNC(=O)OCc1ccccc1,CC(C)C[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)O.O,1045,test,"['3.4.16.5', '3.4.22.33', '3.4.17.19', '3.4.17.4', '3.4.17.1']"
O=C(O)CNC(=O)OCc1ccccc1,O.O=C(CNC(=O)OCc1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O,1081,train,"['3.4.16.5', '3.4.22.33', '3.4.23.26', '3.4.17.19', '3.4.17.4', '3.4.24.77', '3.4.17.1']"
O=C(O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)O,O.O=C(O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,1080,train,"['3.4.16.5', '3.4.22.6', '3.4.21.25', '3.4.23.26', '3.4.24.12', '3.4.17.4']"
O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,O.O=C(O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,1073,train,['3.4.16.5']
O=C(O)CNC(=O)c1ccccc1,N=C(N)NCCC[C@H](NC(=O)CNC(=O)c1ccccc1)C(=O)O.O,1059,train,"['3.4.17.20', '3.4.16.5', '3.4.18.1', '3.4.16.6', '3.4.17.12', '3.4.17.2', '3.4.17.3', '3.4.17.10', '3.4.17.1']"
C[C@H](NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)O,C[C@H](NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O.O,1059,train,"['3.4.16.6', '3.4.17.22', '3.4.17.10', '3.4.17.3']"
C[C@H](NS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)O,C[C@H](NS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O.O,1059,test,"['3.4.16.6', '3.4.17.22', '3.4.17.10', '3.4.17.12']"
C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)O,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O.O,1059,test,"['3.4.16.6', '3.4.17.10']"
O=C(O)CNC(=O)OCc1ccccc1,NCCCC[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)O.O,1061,train,['3.4.16.6']
O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)O.O,1045,val,['3.4.16.6']
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Sc1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Sc1ccccc1)C(=O)O,1337,test,['3.4.17.1']
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)O.O,1045,train,"['3.4.17.23', '3.4.17.1']"
O=C(O)CNC(=O)CNC(=O)OCc1ccccc1,CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)OCc1ccccc1)C(=O)O.O,1045,train,['3.4.17.1']
O=C(O)CNC(=O)CNC(=O)OCc1ccccc1,CC(C)[C@H](NC(=O)CNC(=O)CNC(=O)OCc1ccccc1)C(=O)O.O,1046,train,['3.4.17.1']
CC(C)[C@H](NC(=O)/C=C/c1ccco1)C(=O)O,CC(C)[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccco1)C(C)C)C(=O)O.O,1046,train,['3.4.17.1']
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)cc1.O,1081,train,"['3.4.17.15', '3.4.17.1']"
O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)O,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccco1)C(=O)O.O,1049,train,['3.4.17.1']
O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)O,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccco1)C(=O)O.O,1051,train,['3.4.17.1']
O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)O,O.O=C(/C=C/c1ccco1)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1079,train,['3.4.17.1']
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,241,val,['3.4.17.1']
O=C(O)CNC(=O)CNC(=O)c1ccccc1,O.O=C(CNC(=O)c1ccccc1)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1081,train,['3.4.17.1']
O=C(O)CNC(=O)OCc1ccccc1,O.O=C(CNC(=O)OCc1ccccc1)N[C@@H](Cc1ccc(O)cc1)C(=O)O,1080,train,"['3.4.22.33', '3.4.17.1']"
O=C(O)CNC(=O)OCc1ccccc1,O.O=C(CNC(=O)OCc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1079,val,['3.4.17.1']
C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)O,C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)O.O,1081,val,['3.4.17.1']
O=C(O)CNC(=O)CNC(=O)OCc1ccccc1,O.O=C(CNC(=O)OCc1ccccc1)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,1080,train,['3.4.17.1']
O=C(O)/C=C/c1c[nH]c2ccccc12,O.O=C(/C=C/c1c[nH]c2ccccc12)N[C@@H](Cc1ccccc1)C(=O)O,1081,train,['3.4.17.1']
O=C(O)NNc1ccccc1,O.O=C(NNc1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O,223,test,['3.4.17.1']
CC(=O)NC(=O)C[C@H](NCC12CCC(CC1)N=N2)C(=O)O,CC(=O)NC(=O)C[C@H](NCC12CCC(CC1)N=N2)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O.O,1079,train,['3.4.17.1']
CN(C)c1cccc2c(S(=O)(=O)NCC(=O)O)cccc12,CN(C)c1cccc2c(S(=O)(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)cccc12.O,1061,train,['3.4.17.10']
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)O,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O.O,1059,train,['3.4.17.10']
C[C@H](NC(=O)C=Cc1ccco1)C(=O)O,C[C@H](NC(=O)C=Cc1ccco1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O.O,1059,train,"['3.4.17.10', '3.4.17.2']"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O.O,1058,train,['3.4.17.10']
